i_ano_compt;i_mes_compt;i_desc_car_int_atend;i_desc_complex_proc;i_desc_estab_cnes;i_desc_proc_realizado;i_qtd;id
2022;11;BPA-C;Média complexidade;5598575 - Policlínica Gama;0404010270 - REMOCAO DE CERUMEN DE CONDUTO AUDITIVO EXTERNO UNI / BILATERAL;104;21388
2022;12;BPA-C;Média complexidade;0010464 - HRAN;0405050259 - RETIRADA DE CORPO ESTRANHO DA CORNEA;10;21561
2022;6;BPA-C;Média complexidade;9764860 - CEO - Gama;0414020219 - ODONTOSECÇÃO / RADILECTOMIA / TUNELIZAÇÃO;1;20031
2022;10;BPA-C;Média complexidade;0010529 - HRPl;0415040043 - DEBRIDAMENTO DE ULCERA / NECROSE;2;21035
2022;4;Eletivo;Média complexidade;0010510 - HUB;0414020243 - REIMPLANTE E TRANSPLANTE DENTAL (POR ELEMENTO);2;19266
2022;5;Eletivo;Média complexidade;0010499 - HRT;0408060042 - AMPUTAÇÃO / DESARTICULAÇÃO DE DEDO;1;19528
2022;12;Acidente no local trabalho ou a serviço da empresa;Alta complexidade;3548104 - Centro da Visao;0405050372 - FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL;1;21677
2022;5;BPA-C;Média complexidade;9622845 - CEO - Policlínica Taguatinga;0414020154 - GENGIVECTOMIA (POR SEXTANTE);7;19700
2022;12;Eletivo;Média complexidade;0010464 - HRAN;0409040240 - VASECTOMIA;23;21569
2022;6;BPA-C;Média complexidade;5717515 - HRSM;0414020073 - CURETAGEM PERIAPICAL;41;19940
2022;1;BPA-C;Média complexidade;6876617 - HCB;0408060654 - TRATAMENTO CIRÚRGICO DE POLIDACTILIA NÃO ARTICULADA;1;18502
2022;8;Eletivo;Média complexidade;0010456 - HBDF;0405010079 - EXERESE DE CALAZIO E OUTRAS PEQUENAS LESOES DA PALPEBRA E SUPERCILIOS;4;20350
2022;5;Eletivo;Alta complexidade;0010502 - HRS;0418010048 - IMPLANTE DE CATETER DE LONGA PERMANÊNCIA P/ HEMODIALISE;3;19532
2022;8;BPA-C;Média complexidade;0010472 - HRG;0405050364 - TRATAMENTO CIRURGICO DE PTERIGIO;25;20396
2022;4;BPA-C;Média complexidade;9621709 - Policlínica II Taguatinga;0404010270 - REMOCAO DE CERUMEN DE CONDUTO AUDITIVO EXTERNO UNI / BILATERAL;136;19373
2022;2;BPA-C;Média complexidade;9772243 - CEO - Paranoá;0414020154 - GENGIVECTOMIA (POR SEXTANTE);1;18841
2022;1;Eletivo;Alta complexidade;9967486 - IBRANE;0418010048 - IMPLANTE DE CATETER DE LONGA PERMANÊNCIA P/ HEMODIALISE;1;18584
2022;3;BPA-C;Média complexidade;0010456 - HBDF;0404010091 - DUCHA DE POLITZER (UNI / BILATERAL);2;18858
2022;9;Eletivo;Média complexidade;0010510 - HUB;0414020090 - ENXERTO ÓSSEO DE ÁREA DOADORA INTRABUCAL;3;20744
2022;7;Eletivo;Média complexidade;0010464 - HRAN;0405010184 - TRATAMENTO CIRURGICO DE BLEFAROCALASE;9;20085
2022;10;BPA-C;Média complexidade;0010456 - HBDF;0404020623 - RETIRADA DE MATERIAL DE SÍNTESE ÓSSEA / DENTÁRIA;12;20932
2022;7;Eletivo;Média complexidade;0010499 - HRT;0409040240 - VASECTOMIA;5;20119
2022;6;Eletivo;Média complexidade;5717515 - HRSM;0408020172 - REDUÇÃO INCRUENTA DE FRATURA / LESÃO FISARIA NO PUNHO;1;19949
2022;10;Eletivo;Média complexidade;0010456 - HBDF;0405010010 - CORRECAO CIRURGICA DE ENTROPIO E ECTROPIO;3;20948
2022;8;BPA-C;Atenção Básica;6876617 - HCB;0414020120 - EXODONTIA DE DENTE DECÍDUO;15;20528
2022;12;BPA-C;Média complexidade;9621709 - Policlínica II Taguatinga;0415040043 - DEBRIDAMENTO DE ULCERA / NECROSE;1;21751
2022;12;Eletivo;Média complexidade;0010464 - HRAN;0413010040 - CURATIVO EM MEDIO QUEIMADO;1319;21572
2022;3;Eletivo;Média complexidade;0010456 - HBDF;0405050089 - EXERESE DE TUMOR DE CONJUNTIVA;2;18885
2022;4;Eletivo;Média complexidade;0010456 - HBDF;0404020089 - EXCISÃO DE RÂNULA OU FENÔMENO DE RETENÇÃO SALIVAR;1;19177
2022;10;Eletivo;Média complexidade;5717515 - HRSM;0404020631 - RETIRADA DE MEIOS DE FIXAÇÃO MAXILO-MANDIBULAR;2;21101
2022;10;Eletivo;Alta complexidade;0010456 - HBDF;0418020035 - RETIRADA DE CATETER TIPO TENCKHOFF / SIMILAR DE LONGA PERMANÊNCIA;3;20925
2022;4;Eletivo;Média complexidade;0945595 - UPA Riacho Fundo;0404020097 - EXCISÃO E SUTURA DE LESÃO NA BOCA;5;19300
2022;7;Eletivo;Média complexidade;3055450 - CBV;0405030053 - INJECAO INTRA-VITREO;22;20181
2022;4;Eletivo;Média complexidade;0010510 - HUB;0414020057 - CORREÇÃO DE IRREGULARIDADES DE REBORDO ALVEOLAR;31;19260
2022;10;BPA-C;Média complexidade;9690719 - CEO - Sobradinho;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);43;21180
2022;4;BPA-C;Média complexidade;9578560 - CEO-Ceilândia II;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);35;19368
2022;1;BPA-C;Média complexidade;9620311 - Policlínica Guará I;0404010270 - REMOCAO DE CERUMEN DE CONDUTO AUDITIVO EXTERNO UNI / BILATERAL;20;18531
2022;4;Eletivo;Média complexidade;0010456 - HBDF;0408060352 - RETIRADA DE FIO OU PINO INTRA-ÓSSEO;1;19188
2022;5;Eletivo;Média complexidade;3055450 - CBV;0405030053 - INJECAO INTRA-VITREO;20;19611
2022;7;Eletivo;Alta complexidade;7980221 - Visão Hosp. de Olhos;0405050372 - FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL;81;20224
2022;8;BPA-C;Média complexidade;0010456 - HBDF;0405050364 - TRATAMENTO CIRURGICO DE PTERIGIO;14;20337
2022;1;Eletivo;Média complexidade;5717515 - HRSM;0408020199 - REDUÇÃO INCRUENTA DE FRATURA DA DIÁFISE DO ÚMERO;1;18497
2022;5;BPA-C;Média complexidade;5717515 - HRSM;0404020631 - RETIRADA DE MEIOS DE FIXAÇÃO MAXILO-MANDIBULAR;4;19632
2022;7;Eletivo;Média complexidade;5717515 - HRSM;0414020375 - TRATAMENTO CIRÚRGICO PERIODONTAL (POR SEXTANTE);1;20211
2022;3;Eletivo;Média complexidade;0010456 - HBDF;0405010176 - SUTURA DE PALPEBRAS;1;18879
2022;2;BPA-C;Média complexidade;9764860 - CEO - Gama;0414020294 - REMOÇÃO DE TORUS E EXOSTOSES;1;18838
2022;5;Eletivo;Média complexidade;0010456 - HBDF;0407010246 - RETIRADA DE CORPO ESTRANHO DO TUBO DIGESTIVO POR ENDOSCOPIA;1;19473
2022;9;BPA-C;Média complexidade;0010456 - HBDF;0414020057 - CORREÇÃO DE IRREGULARIDADES DE REBORDO ALVEOLAR;1;20663
2022;5;BPA-C;Atenção Básica;9676473 - CEO - Ceilândia I;0414020138 - EXODONTIA DE DENTE PERMANENTE;17;19718
2022;12;Eletivo;Média complexidade;0010456 - HBDF;0405040016 - CORRECAO CIRURGICA DE LAGOFTALMO;1;21543
2022;3;Eletivo;Média complexidade;0010499 - HRT;0409070122 - DRENAGEM DE GLANDULA DE BARTHOLIN / SKENE;2;18939
2022;2;BPA-C;Atenção Básica;9715797 - CEO-Guará;0414020138 - EXODONTIA DE DENTE PERMANENTE;23;18825
2022;2;Urgência;Alta complexidade;0010502 - HRS;0418010064 - IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE;10;18660
2022;11;BPA-C;Média complexidade;9622918 - CEO - Taguatinga;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);29;21472
2022;11;BPA-C;Atenção Básica;0010499 - HRT;0414020138 - EXODONTIA DE DENTE PERMANENTE;5;21292
2022;9;BPA-C;Média complexidade;0010456 - HBDF;0407010327 - TRATAMENTO ESCLEROSANTE DE LESOES NAO HEMORRAGICAS DO APARELHO DIGESTIVO INCLUINDO LIGADURA ELASTICA;1;20662
2022;9;Eletivo;Alta complexidade;7491484 - Renal Vida;0418020035 - RETIRADA DE CATETER TIPO TENCKHOFF / SIMILAR DE LONGA PERMANÊNCIA;1;20834
2022;7;Eletivo;Média complexidade;0010499 - HRT;0405010184 - TRATAMENTO CIRURGICO DE BLEFAROCALASE;9;20117
2022;11;Eletivo;Média complexidade;2779366 - Oftalmed Matriz;0405030134 - VITRECTOMIA ANTERIOR;1;21366
2022;1;BPA-C;Atenção Básica;9578560 - CEO-Ceilândia II;0414020120 - EXODONTIA DE DENTE DECÍDUO;2;18522
2022;5;BPA-C;Atenção Básica;2649527 - HAB;0414020120 - EXODONTIA DE DENTE DECÍDUO;3;19603
2022;11;Eletivo;Média complexidade;0010456 - HBDF;0407040196 - PARACENTESE ABDOMINAL;12;21252
2022;10;Eletivo;Média complexidade;0010456 - HBDF;0405050097 - FACECTOMIA C/ IMPLANTE DE LENTE INTRA-OCULAR;6;20959
2022;6;BPA-C;Média complexidade;6876617 - HCB;0406020140 - EXCISAO E SUTURA DE LINFANGIOMA / NEVUS;4;19957
2022;9;BPA-C;Atenção Básica;0010456 - HBDF;0414020138 - EXODONTIA DE DENTE PERMANENTE;60;20649
2022;7;Eletivo;Média complexidade;7592477 - UPA Sobradinho;0412050170 - TORACOCENTESE/DRENAGEM DE PLEURA;1;20221
2022;3;Eletivo;Média complexidade;0010464 - HRAN;0409020036 - EXTRACAO ENDOSCOPICA DE CORPO ESTRANHO / CALCULO NA URETRA C/ CISTOSCOPIA;6;18901
2022;4;BPA-C;Média complexidade;0010766 - CEO 712 912 Sul;0414020375 - TRATAMENTO CIRÚRGICO PERIODONTAL (POR SEXTANTE);4;19296
2022;5;BPA-C;Média complexidade;9622845 - CEO - Policlínica Taguatinga;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);52;19703
2022;7;Eletivo;Média complexidade;0010510 - HUB;0414020073 - CURETAGEM PERIAPICAL;40;20144
2022;6;BPA-C;Média complexidade;0010456 - HBDF;0404020445 - CONTENÇÃO DE DENTES POR SPLINTAGEM;6;19768
2022;2;Eletivo;Média complexidade;0010456 - HBDF;0408050225 - REDUCAO INCRUENTA DE FRATURA DIAFISARIA / LESAO FISARIA DISTAL DA TIBIA C/ OU S/ FRATURA DA FIBULA;1;18622
2022;8;BPA-C;Média complexidade;9622845 - CEO - Policlínica Taguatinga;0414020022 - APICECTOMIA COM OU SEM OBTURAÇÃO RETRÓGRADA;1;20577
2022;2;BPA-C;Média complexidade;0010456 - HBDF;0407010319 - TRATAMENTO ESCLEROSANTE / LIGADURA ELASTICA DE LESAO HEMORRAGICA DO APARELHO DIGESTIVO;1;18603
2022;11;BPA-C;Atenção Básica;0010529 - HRPl;0404010300 - RETIRADA DE CORPO ESTRANHO DA CAVIDADE AUDITIVA E NASAL;1;21328
2022;1;Eletivo;Alta complexidade;0010456 - HBDF;0405050372 - FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL;62;18328
2022;7;Eletivo;Média complexidade;0010456 - HBDF;0407010246 - RETIRADA DE CORPO ESTRANHO DO TUBO DIGESTIVO POR ENDOSCOPIA;2;20071
2022;4;Eletivo;Média complexidade;0010464 - HRAN;0405030053 - INJECAO INTRA-VITREO;7;19200
2022;6;Eletivo;Média complexidade;0010510 - HUB;0414020243 - REIMPLANTE E TRANSPLANTE DENTAL (POR ELEMENTO);1;19877
2022;8;Eletivo;Média complexidade;0010456 - HBDF;0405010010 - CORRECAO CIRURGICA DE ENTROPIO E ECTROPIO;1;20348
2022;9;Eletivo;Média complexidade;2672197 - HRSam;0409070122 - DRENAGEM DE GLANDULA DE BARTHOLIN / SKENE;1;20783
2022;1;Eletivo;Média complexidade;0010499 - HRT;0405010184 - TRATAMENTO CIRURGICO DE BLEFAROCALASE;1;18406
2022;3;Urgência;Média complexidade;0010529 - HRPl;0408020172 - REDUÇÃO INCRUENTA DE FRATURA / LESÃO FISARIA NO PUNHO;1;18977
2022;11;BPA-C;Média complexidade;0010499 - HRT;0405010060 - EPILACAO DE CILIOS;1;21293
2022;7;Eletivo;Média complexidade;3055450 - CBV;0405030215 - RETINOPEXIA PNEUMÁTICA;22;20185
2022;5;Eletivo;Média complexidade;0010464 - HRAN;0409050083 - POSTECTOMIA;3;19493
2022;7;BPA-C;Média complexidade;9622845 - CEO - Policlínica Taguatinga;0414020073 - CURETAGEM PERIAPICAL;43;20259
2022;10;Eletivo;Média complexidade;3055450 - CBV;0405030150 - VITRIOLISE A YAG LASER;3;21080
2022;6;BPA-C;Atenção Básica;0011347 - Adolescentro;0414020138 - EXODONTIA DE DENTE PERMANENTE;3;19912
2022;9;BPA-C;Média complexidade;6876617 - HCB;0406020140 - EXCISAO E SUTURA DE LINFANGIOMA / NEVUS;4;20827
2022;6;BPA-C;Atenção Básica;0010456 - HBDF;0414020138 - EXODONTIA DE DENTE PERMANENTE;57;19765
2022;2;BPA-C;Média complexidade;9621709 - Policlínica II Taguatinga;0406020140 - EXCISAO E SUTURA DE LINFANGIOMA / NEVUS;1;18791
2022;6;BPA-C;Média complexidade;0010456 - HBDF;0405050305 - SUTURA DE CORNEA;1;19774
2022;5;BPA-C;Média complexidade;0010472 - HRG;0414020073 - CURETAGEM PERIAPICAL;1;19503
2022;5;BPA-C;Atenção Básica;9715797 - CEO - Guará;0414020138 - EXODONTIA DE DENTE PERMANENTE;32;19730
2022;3;Eletivo;Média complexidade;9578501 - Policlínica Ceilândia II;0404010318 - RETIRADA DE CORPO ESTRANHO DE OUVIDO / FARINGE / LARINGE / NARIZ;1;19063
2022;5;Eletivo;Média complexidade;0010510 - HUB;0405050097 - FACECTOMIA C/ IMPLANTE DE LENTE INTRA-OCULAR;2;19549
2022;2;BPA-C;Média complexidade;9690719 - CEO-Sobradinho;0414020154 - GENGIVECTOMIA (POR SEXTANTE);14;18814
2022;6;BPA-C;Média complexidade;0010766 - CEO - 712 912 Sul;0414020073 - CURETAGEM PERIAPICAL;11;19906
2022;12;Eletivo;Média complexidade;9772243 - CEO - Paranoá;0404020445 - CONTENÇÃO DE DENTES POR SPLINTAGEM;1;21806
2022;10;Eletivo;Atenção Básica;9764860 - CEO - Gama;0414020430 - EXODONTIA DE DENTE SUPRANUMERÁRIO;1;21197
2022;4;BPA-C;Atenção Básica;0010464 - HRAN;0413010023 - ATENDIMENTO DE URGÊNCIA EM PEQUENO QUEIMADO;17;19191
2022;8;BPA-C;Média complexidade;9578560 - CEO 11 - Ceilândia;0414020219 - ODONTOSECÇÃO / RADILECTOMIA / TUNELIZAÇÃO;13;20564
2022;8;Eletivo;Média complexidade;5717515 - HRSM;0408020172 - REDUÇÃO INCRUENTA DE FRATURA / LESÃO FISARIA NO PUNHO;2;20520
2022;7;BPA-C;Média complexidade;9414754 - Policlínica Sobradinho;0405050364 - TRATAMENTO CIRURGICO DE PTERIGIO;1;20226
2022;1;BPA-C;Atenção Básica;9690719 - CEO-Sobradinho;0414020120 - EXODONTIA DE DENTE DECÍDUO;4;18560
2022;10;Eletivo;Alta complexidade;2779420 - Davita NEFRO Asa Sul;0418020035 - RETIRADA DE CATETER TIPO TENCKHOFF / SIMILAR DE LONGA PERMANÊNCIA;2;21074
2022;8;BPA-C;Média complexidade;9772243 - CEO - Paranoá;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);26;20635
2022;7;Eletivo;Alta complexidade;0010456 - HBDF;0407030107 - DRENAGEM BILIAR PERCUTANEA EXTERNA;2;20050
2022;2;Eletivo;Média complexidade;3055450 - CBV;0405030223 - REMOÇÃO DE ÓLEO DE SILICONE;14;18740
2022;3;BPA-C;Média complexidade;0010766 - CEO 712 912 Sul;0414020146 - EXODONTIA MÚLTIPLA COM ALVEOLOPLASTIA POR SEXTANTE;5;19003
2022;9;Eletivo;Média complexidade;6876617 - HCB;0404020097 - EXCISÃO E SUTURA DE LESÃO NA BOCA;1;20829
2022;3;Eletivo;Média complexidade;5717515 - HRSM;0408020172 - REDUÇÃO INCRUENTA DE FRATURA / LESÃO FISARIA NO PUNHO;1;19034
2022;1;BPA-C;Média complexidade;9690735 - CEO-Planaltina;0414020219 - ODONTOSECÇÃO / RADILECTOMIA / TUNELIZAÇÃO;32;18566
2022;12;Eletivo;Atenção Básica;0010537 - HMIB;0414020120 - EXODONTIA DE DENTE DECÍDUO;35;21633
2022;11;BPA-C;Média complexidade;0010456 - HBDF;0414020073 - CURETAGEM PERIAPICAL;4;21238
2022;5;BPA-C;Média complexidade;0010766 - CEO - 712 912 Sul;0414020219 - ODONTOSECÇÃO / RADILECTOMIA / TUNELIZAÇÃO;6;19594
2022;9;Eletivo;Média complexidade;2645157 - HRL;0408060352 - RETIRADA DE FIO OU PINO INTRA-ÓSSEO;1;20780
2022;9;BPA-C;Média complexidade;9622845 - CEO - Policlínica Taguatinga;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);41;20872
2022;2;BPA-C;Média complexidade;6876617 - HCB;0414020154 - GENGIVECTOMIA (POR SEXTANTE);2;18760
2022;2;Eletivo;Média complexidade;0010464 - HRAN;0404010342 - TAMPONAMENTO NASAL ANTERIOR E/OU POSTERIOR;2;18629
2022;10;Eletivo;Média complexidade;0010456 - HBDF;0405010176 - SUTURA DE PALPEBRAS;2;20953
2022;2;Eletivo;Média complexidade;0010510 - HUB;0414020162 - GENGIVOPLASTIA (POR SEXTANTE);1;18687
2022;7;Eletivo;Média complexidade;0010456 - HBDF;0405050240 - RETIRADA DE CORPO ESTRANHO DA CAMARA ANTERIOR DO OLHO;1;20069
2022;1;BPA-C;Atenção Básica;9578560 - CEO-Ceilândia II;0414020138 - EXODONTIA DE DENTE PERMANENTE;9;18523
2022;2;Eletivo;Média complexidade;0010464 - HRAN;0409060089 - EXCISÃO TIPO I DO COLO UTERINO;3;18634
2022;1;Eletivo;Média complexidade;0010456 - HBDF;0405030053 - INJECAO INTRA-VITREO;22;18360
2022;12;Eletivo;Alta complexidade;2779420 - Davita NEFRO Asa Sul;0418020035 - RETIRADA DE CATETER TIPO TENCKHOFF / SIMILAR DE LONGA PERMANÊNCIA;1;21661
2022;9;Eletivo;Atenção Básica;0010537 - HMIB;0414020138 - EXODONTIA DE DENTE PERMANENTE;170;20760
2022;2;Eletivo;Média complexidade;6876617 - HCB;0406020620 - RETIRADA DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTÁVEL;2;18761
2022;11;BPA-C;Média complexidade;0010456 - HBDF;0404020615 - REDUÇÃO DE LUXAÇÃO TÊMPORO-MANDIBULAR;10;21227
2022;2;Eletivo;Atenção Básica;9578560 - CEO-Ceilândia II;0414020430 - EXODONTIA DE DENTE SUPRANUMERÁRIO;6;18781
2022;8;Eletivo;Alta complexidade;0010499 - HRT;0418010080 - IMPLANTE DE CATETER TIPO TENCKHOFF OU SIMILAR P/ DPA/DPAC;10;20408
2022;10;Eletivo;Média complexidade;3055450 - CBV;0405050291 - SUTURA DE CONJUNTIVA;12;21085
2022;8;BPA-C;Média complexidade;0010480 - HRC;0408060654 - TRATAMENTO CIRÚRGICO DE POLIDACTILIA NÃO ARTICULADA;1;20401
2022;12;Urgência;Média complexidade;5717515 - HRSM;0414020073 - CURETAGEM PERIAPICAL;7;21709
2022;1;Eletivo;Alta complexidade;0010456 - HBDF;0407030107 - DRENAGEM BILIAR PERCUTANEA EXTERNA;2;18329
2022;9;Eletivo;Média complexidade;3055450 - CBV;0405050291 - SUTURA DE CONJUNTIVA;29;20800
2022;6;BPA-C;Atenção Básica;9778136 - CEO - Asa Norte;0414020138 - EXODONTIA DE DENTE PERMANENTE;23;20040
2022;5;Urgência;Média complexidade;0010529 - HRPl;0408020210 - REDUÇÃO INCRUENTA DE FRATURA DOS METACARPIANOS;1;19574
2022;8;BPA-C;Média complexidade;9578560 - CEO 11 - Ceilândia;0414020065 - CORREÇÃO DE TUBEROSIDADE DO MAXILAR;18;20560
2022;10;BPA-C;Média complexidade;9764860 - CEO - Gama;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);54;21200
2022;5;BPA-C;Média complexidade;0010499 - HRT;0405010060 - EPILACAO DE CILIOS;1;19520
2022;3;BPA-C;Média complexidade;9622845 - CEO Policl Taguatinga;0414020375 - TRATAMENTO CIRÚRGICO PERIODONTAL (POR SEXTANTE);5;19093
2022;4;BPA-C;Atenção Básica;0011347 - Adolescentro;0414020120 - EXODONTIA DE DENTE DECÍDUO;4;19298
2022;3;BPA-C;Média complexidade;9690719 - CEO-Sobradinho;0414020162 - GENGIVOPLASTIA (POR SEXTANTE);5;19114
2022;8;BPA-C;Média complexidade;0010464 - HRAN;0406020132 - EXCISAO E SUTURA DE HEMANGIOMA;2;20376
2022;5;Eletivo;Média complexidade;0010510 - HUB;0414020219 - ODONTOSECÇÃO / RADILECTOMIA / TUNELIZAÇÃO;23;19562
2022;12;Eletivo;Alta complexidade;2779420 - Davita NEFRO Asa Sul;0418010064 - IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE;3;21660
2022;10;BPA-C;Média complexidade;2645157 - HRL;0406020140 - EXCISAO E SUTURA DE LINFANGIOMA / NEVUS;1;21063
2022;11;Eletivo;Alta complexidade;0010510 - HUB;0418010048 - IMPLANTE DE CATETER DE LONGA PERMANÊNCIA P/ HEMODIALISE;10;21310
2022;6;BPA-C;Média complexidade;0010464 - HRAN;0405010141 - SIMBLEFAROPLASTIA;4;19803
2022;6;BPA-C;Média complexidade;9715797 - CEO - Guará;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);12;20023
2022;5;Eletivo;Alta complexidade;0010510 - HUB;0418010064 - IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE;2;19538
2022;11;Urgência;Média complexidade;0010529 - HRPl;0408020202 - REDUÇÃO INCRUENTA DE FRATURA DIAFISARIA DOS OSSOS DO ANTEBRAÇO;1;21333
2022;4;BPA-C;Atenção Básica;9772243 - CEO - Paranoá;0414020138 - EXODONTIA DE DENTE PERMANENTE;2;19425
2022;3;BPA-C;Média complexidade;2645157 - HRL;0406020140 - EXCISAO E SUTURA DE LINFANGIOMA / NEVUS;1;19011
2022;2;BPA-C;Atenção Básica;9578560 - CEO-Ceilândia II;0414020120 - EXODONTIA DE DENTE DECÍDUO;3;18779
2022;12;BPA-C;Média complexidade;9690719 - CEO - Sobradinho;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);2;21778
2022;5;Eletivo;Alta complexidade;0010499 - HRT;0418010048 - IMPLANTE DE CATETER DE LONGA PERMANÊNCIA P/ HEMODIALISE;22;19513
2022;9;Eletivo;Alta complexidade;2779420 - Davita NEFRO Asa Sul;0418010030 - CONFECCAO DE FISTULA ARTERIO-VENOSA P/ HEMODIALISE;10;20786
2022;11;Eletivo;Atenção Básica;0010537 - HMIB;0414020405 - ULOTOMIA/ULECTOMIA;1;21341
2022;10;Eletivo;Média complexidade;0010499 - HRT;0405010184 - TRATAMENTO CIRURGICO DE BLEFAROCALASE;16;21007
2022;11;Eletivo;Média complexidade;0010464 - HRAN;0409020036 - EXTRACAO ENDOSCOPICA DE CORPO ESTRANHO / CALCULO NA URETRA C/ CISTOSCOPIA;12;21272
2022;9;Eletivo;Média complexidade;6876617 - HCB;0406020620 - RETIRADA DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTÁVEL;1;20830
2022;4;Eletivo;Média complexidade;3055450 - CBV;0405030215 - RETINOPEXIA PNEUMÁTICA;16;19313
2022;8;BPA-C;Média complexidade;9622918 - CEO - Taguatinga;0414020154 - GENGIVECTOMIA (POR SEXTANTE);12;20589
2022;11;Urgência;Média complexidade;5717515 - HRSM;0408050195 - REDUCAO INCRUENTA DA LUXACAO / FRATURA-LUXACAO METATARSO-FALANGIANA / INTERFALANGIANA DO PE;1;21413
2022;8;BPA-C;Média complexidade;9676473 - CEO - Ceilândia I;0414020073 - CURETAGEM PERIAPICAL;17;20599
2022;5;BPA-C;Média complexidade;0010456 - HBDF;0405010141 - SIMBLEFAROPLASTIA;3;19450
2022;4;Eletivo;Média complexidade;5717515 - HRSM;0408050209 - REDUCAO INCRUENTA DE FRATURA / LESAO FISARIA DOS METATARSIANOS;1;19329
2022;6;Eletivo;Atenção Básica;6876617 - HCB;0414020430 - EXODONTIA DE DENTE SUPRANUMERÁRIO;2;19955
2022;12;Eletivo;Atenção Básica;0010537 - HMIB;0414020138 - EXODONTIA DE DENTE PERMANENTE;58;21634
2022;4;Eletivo;Média complexidade;6876617 - HCB;0407010246 - RETIRADA DE CORPO ESTRANHO DO TUBO DIGESTIVO POR ENDOSCOPIA;1;19341
2022;12;BPA-C;Atenção Básica;0010456 - HBDF;0414020138 - EXODONTIA DE DENTE PERMANENTE;37;21520
2022;5;BPA-C;Média complexidade;9578560 - CEO 11 - Ceilândia;0414020375 - TRATAMENTO CIRÚRGICO PERIODONTAL (POR SEXTANTE);2;19687
2022;8;Eletivo;Média complexidade;0010510 - HUB;0414020090 - ENXERTO ÓSSEO DE ÁREA DOADORA INTRABUCAL;2;20450
2022;9;BPA-C;Média complexidade;0010472 - HRG;0405050364 - TRATAMENTO CIRURGICO DE PTERIGIO;53;20701
2022;11;BPA-C;Atenção Básica;9622918 - CEO - Taguatinga;0414020138 - EXODONTIA DE DENTE PERMANENTE;31;21470
2022;6;BPA-C;Média complexidade;5717515 - HRSM;0414020219 - ODONTOSECÇÃO / RADILECTOMIA / TUNELIZAÇÃO;1;19941
2022;6;Eletivo;Média complexidade;0010456 - HBDF;0408050225 - REDUCAO INCRUENTA DE FRATURA DIAFISARIA / LESAO FISARIA DISTAL DA TIBIA C/ OU S/ FRATURA DA FIBULA;1;19798
2022;3;BPA-C;Média complexidade;0010766 - CEO 712 912 Sul;0414020154 - GENGIVECTOMIA (POR SEXTANTE);2;19004
2022;11;Eletivo;Média complexidade;0010456 - HBDF;0405050100 - FACECTOMIA S/ IMPLANTE DE LENTE INTRA-OCULAR;1;21250
2022;12;Eletivo;Média complexidade;0010510 - HUB;0409040215 - TRATAMENTO CIRURGICO DE HIDROCELE;2;21616
2022;2;Eletivo;Média complexidade;0010537 - HMIB;0414020162 - GENGIVOPLASTIA (POR SEXTANTE);2;18713
2022;12;Eletivo;Média complexidade;0010456 - HBDF;0405050151 - IMPLANTE SECUNDARIO DE LENTE INTRA-OCULAR - LIO;1;21547
2022;7;Eletivo;Média complexidade;0010472 - HRG;0408010126 - REDUCAO INCRUENTA DE FRATURA E FRATURA-LUXACAO AO NIVEL DA CINTURA ESCAPULAR;1;20100
2022;9;Eletivo;Média complexidade;0010480 - HRC;0409070122 - DRENAGEM DE GLANDULA DE BARTHOLIN / SKENE;2;20707
2022;9;BPA-C;Média complexidade;9578560 - CEO 11 - Ceilândia;0414020065 - CORREÇÃO DE TUBEROSIDADE DO MAXILAR;8;20852
2022;5;BPA-C;Média complexidade;9764860 - CEO - Gama;0414020146 - EXODONTIA MÚLTIPLA COM ALVEOLOPLASTIA POR SEXTANTE;3;19741
2022;1;Eletivo;Média complexidade;0010456 - HBDF;0404010318 - RETIRADA DE CORPO ESTRANHO DE OUVIDO / FARINGE / LARINGE / NARIZ;86;18353
2022;1;BPA-C;Média complexidade;9676473 - CEO-Ceilândia I;0414020278 - REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO);24;18558
